GeneName,NC_291_C_Pa_yr2,NC_294_C_Pa_yr2,NC_297_C_Pa_yr2,NC_300_C_Pa_yr2,NC_313_C_Pa_yr2,NC_316_C_Pa_yr2,NC_319_C_Pa_yr2,NC_322_C_Pa_yr2,NC_325_C_Pa_yr2,NO_265_La_Pa_yr2,NO_268_La_Pa_yr2,NO_271_La_Pa_yr2,NO_274_La_Pa_yr2,NO_277_La_Pa_yr2,NO_280_La_Pa_yr2,NO_289_La_Pa_yr2,NO_266_N_Pa_yr2,NO_272_N_Pa_yr2,NO_275_N_Pa_yr2,NO_278_N_Pa_yr2,NC_292_La_Pa_yr2,NC_295_La_Pa_yr2,NC_298_La_Pa_yr2,NC_311_La_Pa_yr2,NC_314_La_Pa_yr2,NC_317_La_Pa_yr2,NC_320_La_Pa_yr2,NC_326_La_Pa_yr2,NC_293_N_Pa_yr2,NC_312_N_Pa_yr2,NC_318_N_Pa_yr2,NC_327_N_Pa_yr2,NO_261_C_Pa_yr2,NO_264_C_Pa_yr2,NO_267_C_Pa_yr2,NO_270_C_Pa_yr2,NO_276_C_Pa_yr2,NO_279_C_Pa_yr2,NO_282_C_Pa_yr2,NO_288_C_Pa_yr2
GE912203_Past,3,4,5,3,0,2,2,0,8,0,0,3,3,2,0,8,6,0,1,10,0,0,1,0,2,2,0,1,0,1,2,4,6,8,4,0,3,4,0,8
GE912255_Past,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GE912258_Past,2,5,0,3,1,1,5,0,7,0,0,1,4,0,0,1,0,0,1,2,0,0,0,0,2,5,0,1,0,0,1,3,3,1,5,0,1,4,0,0
GE912264_Past,0,0,1,1,1,1,0,1,2,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0
GE912265_Past,3,9,11,4,3,7,6,2,10,1,3,0,3,2,0,12,3,0,2,4,0,2,3,0,5,17,0,7,0,0,7,5,6,7,3,1,1,12,3,3
GE912279_Past,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
GE912285_Past,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
GE912289_Past,4,25,15,21,8,8,9,6,29,0,1,5,5,6,0,9,5,0,15,9,0,4,5,0,10,18,0,3,1,0,14,15,17,18,14,1,18,15,9,19
GE912317_Past,4,6,0,2,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,3,2,0,1,0,0,2,8,2,1,2,0,1,0,0,6
GE912329_Past,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GE912338_Past,4,3,0,7,3,6,0,2,5,0,3,1,1,4,0,10,3,0,0,1,0,2,0,0,3,3,0,1,0,0,1,0,4,0,5,0,2,3,1,5
GE912341_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE912348_Past,5,10,7,16,2,15,5,7,28,0,0,9,2,3,0,14,11,0,8,6,0,2,6,0,4,6,0,12,0,0,12,14,8,9,11,0,6,14,8,18
GE912349_Past,1,10,0,6,2,4,4,1,13,0,3,1,3,1,0,6,1,0,2,2,0,5,5,0,0,10,0,2,0,0,1,0,1,4,8,1,2,0,2,3
GE912384_Past,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
GE912424_Past,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
GE912425_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE912431_Past,0,3,1,5,3,2,0,0,8,0,0,2,1,2,0,3,2,0,2,3,0,2,2,0,1,6,0,1,0,0,2,1,0,4,3,0,1,4,2,10
GE912440_Past,1,3,1,2,1,7,2,1,2,0,0,3,2,1,0,5,0,0,3,2,0,3,3,0,2,3,0,2,0,0,0,0,2,4,0,0,0,1,2,3
GE912464_Past,0,1,2,1,3,3,0,2,2,0,0,3,0,0,0,1,2,0,0,1,0,3,12,0,0,1,0,2,0,0,2,0,6,5,3,3,1,1,1,3
GE912489_Past,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0
GE912504_Past,6,15,13,17,11,3,9,6,1,0,0,7,0,7,0,5,5,0,2,1,0,5,14,0,12,4,0,4,0,0,9,5,36,35,9,26,26,9,6,11
GE912508_Past,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,0,0,1,2,1,5,1,1,0,0,0,2
GE912519_Past,2,3,5,7,3,4,8,3,5,0,0,2,0,0,0,3,3,0,2,3,0,1,0,0,4,2,0,1,0,0,1,4,2,3,7,8,2,8,1,3
GE912538_Past,2,3,1,3,0,0,0,0,1,0,0,1,0,0,0,3,2,0,1,2,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,2,0,1
GE912557_Past,4,5,2,7,4,1,2,3,6,1,0,2,2,3,2,4,1,0,0,1,0,0,2,0,2,6,0,6,0,0,2,1,3,5,3,1,5,5,3,1
GE912569_Past,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GE912590_Past,8,18,4,12,8,8,3,3,16,0,0,2,7,3,0,14,6,0,4,7,0,4,2,0,4,5,0,3,2,0,7,4,9,4,7,1,10,19,4,19
GE912596_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GE912604_Past,5,5,1,5,3,8,2,1,9,2,0,1,3,3,0,13,2,0,5,2,0,1,0,1,3,5,0,2,0,0,1,4,4,11,8,0,2,13,1,5
GE912606_Past,1,7,4,5,7,4,2,0,6,0,0,2,2,3,0,8,1,0,2,4,0,2,3,0,2,2,0,6,0,0,6,1,5,9,5,1,5,9,2,9
GE912614_Past,0,0,0,1,1,0,3,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,3,1,0,1,0,0,2,4
GE912618_Past,3,1,1,5,2,2,2,2,2,0,0,1,0,1,0,4,1,0,1,5,0,0,3,0,3,0,0,2,0,0,0,1,3,2,0,1,1,2,4,3
GE912635_Past,7,6,5,4,1,2,5,7,8,0,0,4,1,5,0,8,3,0,2,5,0,1,2,0,5,7,0,2,0,0,5,4,5,6,10,0,2,10,7,5
GE912642_Past,5,2,3,6,6,3,0,2,5,0,0,2,0,1,0,4,0,0,2,4,0,0,7,0,3,6,0,2,0,0,1,2,5,11,4,1,6,7,2,5
GE912650_Past,3,9,0,1,1,1,1,1,6,0,0,0,0,3,0,2,4,0,8,5,0,3,1,0,3,4,0,1,0,0,1,3,1,6,1,0,0,1,2,2
GE912653_Past,7,16,5,25,8,6,6,6,14,0,1,5,3,3,1,14,10,0,5,9,0,6,9,0,12,8,1,1,0,0,11,11,16,32,22,10,17,17,4,5
GE912674_Past,4,10,5,11,6,3,1,2,8,0,0,4,0,5,0,6,1,0,6,2,0,2,0,0,7,4,1,1,0,0,5,5,7,12,2,8,5,8,0,3
GE912676_Past,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,5,0,1,2,0,0,2,1,1
GE912677_Past,3,7,2,4,2,3,2,1,6,0,0,2,0,3,0,1,3,0,2,1,0,1,2,0,1,5,0,2,0,0,4,3,3,8,5,1,2,5,3,8
GE912679_Past,3,7,2,6,5,2,1,2,13,0,0,0,0,0,0,4,7,0,7,6,0,0,2,0,2,0,0,3,0,0,5,3,3,3,6,2,3,2,0,4
GE912683_Past,0,5,2,7,4,1,1,2,8,0,0,5,3,5,0,2,2,0,4,3,0,1,1,0,2,2,0,1,1,0,0,4,3,6,4,1,8,5,4,1
GE912735_Past,0,5,9,6,3,4,1,1,8,0,0,0,3,1,0,6,1,0,3,2,0,1,0,0,1,0,0,3,2,0,0,6,3,2,8,1,6,3,1,2
GE912747_Past,7,6,6,9,0,9,12,5,18,1,1,0,0,3,0,6,2,0,5,0,0,4,6,0,3,8,0,0,1,0,3,12,6,7,7,3,1,11,1,6
GE912755_Past,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
GE912756_Past,2,8,3,13,2,9,2,6,10,0,0,2,4,4,0,4,1,0,5,4,0,2,1,0,4,9,0,3,1,0,6,13,8,7,9,4,5,8,2,6
GE912782_Past,3,7,2,3,4,1,1,5,9,0,1,2,0,0,0,1,0,1,2,1,0,1,1,0,2,0,0,1,0,0,0,3,4,5,7,2,5,1,0,1
GE912814_Past,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE912829_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
GE912845_Past,3,15,7,15,5,3,2,5,11,1,1,6,1,0,9,14,3,0,2,4,0,2,2,0,6,4,0,2,0,0,1,4,7,9,11,4,4,2,3,6
GE912847_Past,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
GE912869_Past,4,5,7,17,4,12,7,4,18,0,0,3,5,4,0,6,1,0,7,8,0,8,1,0,4,6,0,10,0,0,3,9,10,4,13,4,9,4,6,7
GE912893_Past,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE912937_Past,5,6,0,5,2,5,2,1,7,0,0,1,1,0,1,4,4,0,1,3,0,1,1,0,2,2,0,5,0,0,1,2,5,12,2,3,3,1,2,4
GE912971_Past,10,27,20,40,18,24,13,11,39,0,3,11,11,7,4,25,11,1,18,15,0,5,7,0,10,11,0,10,0,0,11,14,21,31,16,6,19,26,12,21
GE912978_Past,5,18,16,16,13,11,18,6,26,0,0,12,8,7,0,15,8,0,16,8,0,2,11,0,14,8,0,2,0,0,8,12,14,10,11,5,4,22,3,19
GE912984_Past,0,0,0,3,0,1,3,1,4,0,0,0,1,1,0,3,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,3,0,1
GE912994_Past,0,10,7,13,7,4,2,1,19,1,0,0,3,2,0,7,5,0,5,4,1,3,1,0,9,9,0,4,0,0,3,9,7,10,6,3,10,9,6,7
GE912995_Past,5,22,5,15,7,11,7,5,19,0,1,2,5,5,0,15,7,0,4,12,0,11,1,0,13,16,0,3,0,0,9,6,11,18,17,2,11,10,5,14
GE912997_Past,7,11,3,7,4,1,0,3,9,0,0,3,0,1,0,11,3,0,3,4,0,1,1,0,5,1,0,1,0,0,3,3,3,12,1,1,8,8,3,6
GE913024_Past,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1
GE913029_Past,8,13,6,10,4,15,7,8,28,0,0,5,7,1,0,7,3,0,1,8,0,5,0,0,8,13,0,6,0,0,9,14,10,7,5,2,9,21,1,12
GE913030_Past,3,7,5,5,1,3,3,1,8,0,0,2,3,2,0,7,2,0,1,2,0,1,10,0,4,12,0,6,0,0,2,2,4,5,2,7,4,12,4,9
GE913042_Past,26,50,36,61,16,31,16,10,44,1,0,23,10,14,1,44,9,1,19,17,0,4,13,0,12,24,0,14,1,0,21,35,62,52,51,19,40,43,22,51
GE913047_Past,3,5,4,3,2,3,0,2,4,1,0,1,0,3,0,7,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,1,2,0,4,1,0,5,1,4
GE913089_Past,0,15,5,14,5,8,1,4,24,0,0,5,2,2,0,21,1,0,10,9,0,5,2,0,6,6,0,9,0,0,3,4,17,6,10,2,14,5,2,22
GE913094_Past,0,2,7,5,5,2,3,1,7,0,2,3,1,0,0,1,1,0,1,4,1,1,2,0,2,1,0,4,0,0,5,2,1,0,3,2,1,5,2,2
GE913109_Past,2,2,4,1,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,1,0,3,0,0,0,1,1,0,0,0,0,2,1,0
GE913145_Past,1,6,2,3,0,2,4,1,4,0,0,6,0,4,0,4,4,0,4,5,0,3,1,0,2,0,0,0,0,0,2,1,5,4,0,1,0,1,1,4
GE913161_Past,10,10,9,35,10,18,3,11,28,1,0,8,3,11,0,31,5,1,15,6,1,5,10,0,12,12,0,7,0,0,13,14,30,36,28,10,13,17,7,13
GE913167_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE913184_Past,1,5,3,1,2,1,2,0,3,0,0,0,3,0,0,2,4,0,2,5,0,2,1,0,3,4,0,8,0,0,2,5,3,3,0,2,0,2,1,1
GE913186_Past,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
GE913193_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE913195_Past,20,70,38,55,24,43,26,28,100,4,4,17,15,11,2,50,23,0,20,52,2,11,11,0,38,48,1,33,0,1,31,47,37,55,17,17,43,60,19,55
GE913202_Past,6,13,5,7,2,4,5,10,11,0,0,4,1,0,0,7,3,0,6,8,0,2,2,0,2,7,0,7,0,0,8,11,12,11,16,0,7,4,4,12
GE913205_Past,3,7,2,14,3,3,5,1,8,0,0,5,3,3,0,12,4,0,0,7,0,3,5,0,16,3,0,4,0,0,4,6,12,24,6,2,5,9,7,9
GE913207_Past,1,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,3,0,0,4,0,2,0,0,3,2,0,1,0,0,0,1,0,1,0,3,0,1,0,0
GE913235_Past,2,3,1,22,2,0,6,1,1,0,0,24,2,17,0,10,3,0,3,3,1,1,19,0,6,10,0,0,0,0,5,0,12,33,5,20,8,3,3,4
GE913239_Past,5,5,3,7,8,3,1,2,3,0,0,0,1,2,0,2,4,0,3,3,0,2,0,0,1,2,0,1,1,0,1,2,13,11,3,1,9,3,2,3
GE913240_Past,2,3,3,2,0,8,2,5,12,0,0,1,3,4,0,8,4,0,1,7,1,2,1,0,2,4,0,3,0,0,5,0,4,7,6,1,5,6,3,4
GE913249_Past,8,7,5,9,5,12,4,1,20,1,0,3,3,0,0,8,5,0,6,9,0,3,3,0,5,2,0,7,1,0,2,5,8,12,9,2,9,13,9,13
GE913271_Past,0,3,1,0,2,0,1,2,1,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,1,0,1,1,2,0,2,0,2,0,0,0,1,1,3
GE913275_Past,3,10,7,11,5,1,3,2,13,2,0,4,1,0,0,4,1,0,6,3,0,4,1,0,2,5,1,6,0,0,3,4,6,8,4,2,5,0,3,13
GE913277_Past,4,7,4,24,3,2,3,2,7,1,0,2,2,6,0,9,1,0,7,7,0,0,1,0,3,3,0,4,0,0,4,6,7,26,0,3,6,2,2,5
GE913293_Past,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,0,3
GE913302_Past,4,12,14,14,3,11,10,5,16,1,0,6,5,2,0,15,4,0,14,8,1,5,3,0,5,7,0,5,5,0,11,17,13,13,7,0,7,17,4,13
GE913312_Past,4,7,2,8,1,1,0,1,11,0,8,2,3,1,0,2,4,0,3,4,0,1,5,0,4,3,0,0,0,0,5,5,7,8,7,1,6,7,2,4
GE913352_Past,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,3,0,0,0,0,0,3,1,1,0,1,2,0,1,0,0
GE913381_Past,3,4,3,2,0,5,1,2,5,0,0,1,1,1,0,9,0,0,1,2,0,0,1,0,5,0,0,0,0,0,6,3,2,4,4,0,1,4,1,2
GE913389_Past,14,22,10,18,7,16,4,3,30,0,0,11,3,10,1,16,9,0,7,15,0,6,5,0,4,4,0,6,0,0,6,14,10,13,9,1,8,25,7,20
GE913393_Past,2,12,4,12,3,5,3,4,11,1,0,1,2,3,0,6,0,0,4,4,0,3,2,0,11,3,0,5,0,1,3,3,21,20,10,4,7,6,2,2
GE913427_Past,0,1,0,2,0,2,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,1,3,2,0,0,3,1,1
GE913438_Past,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
GE913448_Past,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,3,0,0,2,1,0,0,0,3,0
GE913471_Past,7,23,15,3,13,30,19,8,21,0,0,0,5,4,0,11,9,0,7,8,0,3,0,0,4,27,0,6,0,0,9,1,7,5,3,0,1,22,1,31
GE913497_Past,0,0,3,1,0,1,0,0,2,0,0,2,0,0,0,2,1,0,1,4,0,0,0,0,1,3,0,2,0,0,3,0,2,4,2,3,0,3,0,1
GE913533_Past,1,3,2,1,2,4,3,1,2,0,0,1,0,2,0,0,1,0,1,1,0,1,0,1,2,2,0,0,0,0,5,0,0,0,0,1,0,4,1,0
GE913556_Past,5,9,10,5,5,8,5,8,16,1,0,2,2,2,1,5,7,0,7,3,0,4,4,0,5,6,0,7,0,0,6,9,3,11,15,0,12,3,3,6
GE913619_Past,4,16,10,10,6,7,6,7,15,0,0,4,1,3,0,4,2,0,5,13,0,5,2,0,0,4,0,1,3,0,5,4,5,5,14,3,1,7,4,4
GE913623_Past,0,3,0,2,2,3,1,0,4,0,0,1,1,3,0,4,3,0,1,5,0,2,2,0,4,4,0,1,0,0,2,1,2,1,0,0,4,3,1,5
GE913624_Past,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,1,2
GE913632_Past,2,5,2,5,0,1,5,2,6,0,0,2,0,4,0,6,2,0,2,2,0,1,2,0,2,2,0,1,0,0,1,3,10,5,1,1,4,5,1,6
GE913639_Past,3,7,7,12,0,5,0,1,11,1,0,1,4,0,0,4,1,1,2,4,0,1,2,1,9,1,0,9,2,0,5,7,11,12,2,2,3,3,2,1
GE913678_Past,2,4,3,8,4,0,3,2,4,1,0,0,2,3,0,3,2,0,1,0,0,1,1,0,2,2,0,4,1,0,4,0,4,4,4,0,1,4,1,4
GE913679_Past,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,1,0,2,10,0,2,2,0,0,0,0,2,0,0,1,1,4,0,2,0,0
GE913683_Past,2,4,2,6,2,10,0,2,3,1,0,0,3,1,0,4,0,0,1,3,0,3,3,0,1,2,0,1,0,0,3,5,6,1,3,3,3,3,0,2
GE913697_Past,0,1,1,1,1,1,1,4,1,0,0,1,0,0,0,4,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,0,1,0,0,0,1
GE913704_Past,9,18,16,17,8,6,13,3,28,2,0,4,8,1,0,17,3,0,9,9,0,9,8,0,13,8,0,6,0,0,4,6,12,21,4,6,5,17,4,24
GE913725_Past,3,6,3,4,3,3,5,6,17,1,0,6,0,2,0,3,1,0,0,6,1,4,2,0,4,3,0,1,0,0,3,7,3,6,0,2,0,8,1,6
GE913730_Past,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,2,0,1,0,0,4,2,1,2,4,0,1,0,0,1
GE913745_Past,1,3,4,2,0,1,0,5,7,0,0,1,0,1,0,0,2,0,0,1,1,0,4,0,0,2,0,1,1,0,1,4,3,4,3,0,5,8,1,2
GE913773_Past,4,6,0,6,5,1,3,3,11,0,3,1,0,7,0,8,0,0,2,2,0,3,1,0,1,1,0,1,0,0,3,3,1,3,12,0,4,7,2,2
GE913790_Past,1,4,3,3,2,1,0,4,3,0,0,3,0,2,0,3,3,0,1,5,0,3,0,0,7,0,0,0,2,0,2,2,0,0,7,0,1,4,1,3
GE913811_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE913817_Past,9,6,9,13,9,14,8,6,19,0,6,5,5,2,0,11,4,1,8,5,0,3,6,0,7,8,0,7,0,0,11,4,7,8,8,0,6,16,1,5
GE913831_Past,8,6,6,4,9,2,4,5,12,0,0,4,6,4,1,16,6,0,1,8,0,6,5,0,5,8,0,5,0,0,6,7,10,6,6,3,7,14,4,9
GE913832_Past,1,2,2,5,1,2,3,2,13,0,0,0,0,3,0,3,1,0,1,1,0,1,3,0,2,4,0,3,0,0,1,8,3,7,0,2,2,3,1,3
GE913834_Past,0,2,0,6,7,0,3,1,1,0,0,0,0,1,0,1,1,0,0,3,0,0,1,0,4,1,0,0,0,0,1,0,4,4,3,1,0,5,2,1
GE913838_Past,5,6,6,5,5,10,4,4,5,0,0,4,2,1,0,7,1,0,5,9,0,2,2,0,4,6,0,3,0,0,8,16,8,5,14,5,11,11,2,8
GE913847_Past,4,13,9,17,6,10,3,9,30,0,0,9,7,4,0,24,10,0,15,2,0,5,4,0,6,5,0,4,0,0,8,7,11,17,14,8,13,13,1,17
GE913857_Past,5,9,4,11,5,1,2,5,19,0,0,7,0,3,1,8,3,0,3,1,0,4,2,0,3,0,0,6,0,0,4,0,9,1,1,3,4,1,4,14
GE913864_Past,5,12,16,11,7,10,2,4,30,0,0,3,1,3,1,19,11,0,4,15,0,7,5,0,10,13,0,5,0,0,6,17,9,11,13,2,13,14,5,9
GE913891_Past,3,1,1,2,1,5,0,1,4,0,0,1,2,3,0,4,1,0,1,5,0,2,3,0,1,3,0,3,0,0,2,1,2,6,0,1,2,3,3,0
GE913911_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GE913964_Past,1,2,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,2,2,0,1,0,0,0
GE913982_Past,2,5,0,4,1,1,0,0,0,0,0,0,0,1,0,7,0,0,4,3,0,1,0,0,0,0,0,1,1,0,1,2,1,4,3,0,2,0,4,0
GE913984_Past,4,6,9,7,0,6,4,7,23,0,6,7,5,0,0,6,3,0,3,3,0,1,2,0,4,7,0,5,0,0,11,7,7,16,8,1,8,4,5,12
GE913989_Past,5,7,5,6,1,4,6,1,18,0,0,4,1,6,0,6,4,0,3,4,0,4,0,0,4,6,0,2,0,0,3,1,2,3,6,2,3,12,4,10
GE914007_Past,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
GE914036_Past,1,3,0,0,0,4,4,1,5,0,0,4,0,0,0,2,3,0,3,2,0,1,0,0,1,2,0,1,0,0,5,3,0,2,1,1,1,5,0,4
GE914054_Past,1,8,3,7,7,7,2,3,6,0,0,1,2,1,0,2,1,0,1,5,0,1,3,0,5,2,0,5,1,0,2,5,8,8,1,4,3,3,4,6
GE914064_Past,10,15,8,19,12,7,8,0,24,1,2,4,4,4,0,19,9,0,8,14,0,7,7,0,7,13,0,10,0,0,8,21,11,16,11,7,3,9,3,22
GE914083_Past,3,3,3,12,7,7,3,3,7,1,0,5,3,4,1,7,7,0,2,8,0,2,1,0,3,7,0,5,0,0,1,5,3,3,1,5,4,8,2,4
GE914127_Past,0,2,1,2,0,1,2,0,4,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,3,1,1
GE914137_Past,2,2,1,1,0,2,3,0,1,0,0,1,0,1,0,2,1,0,4,1,0,0,4,0,3,4,0,0,0,0,4,4,0,1,0,1,0,4,3,0
GE914145_Past,3,16,7,21,11,20,12,8,30,2,2,8,3,4,0,18,5,1,11,13,0,1,2,0,12,16,0,6,0,0,8,9,15,30,15,7,12,18,3,14
GE914181_Past,2,3,1,3,2,1,4,1,3,0,0,1,3,1,0,6,0,0,0,4,0,0,1,0,1,1,0,2,0,0,0,2,4,1,0,0,0,5,0,5
GE914192_Past,1,2,1,3,0,1,1,1,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,1,0,0,3,1,3,0,2,0,1,2,0,0
GE914197_Past,0,7,1,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,2,6,0,0,0,0,5,1,0,2,2,0,2,0,4,1
GE914213_Past,2,1,3,3,0,1,1,2,2,1,1,0,0,1,5,0,0,2,0,0,4,2,4,1,1,1,1,3,3,1,0,2,2,2,0,0,1,1,1,0
GE914215_Past,7,5,2,2,2,1,2,1,8,0,0,0,3,1,0,5,2,0,1,5,0,0,1,0,0,4,0,0,0,0,0,3,1,3,0,1,3,13,2,5
GE914220_Past,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,4,1,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0
GE914243_Past,11,14,5,26,9,12,6,5,23,1,0,6,3,15,0,13,6,0,11,11,1,15,9,0,13,4,0,10,0,0,15,11,20,28,5,7,16,11,9,14
GE914268_Past,3,9,1,5,2,6,5,1,8,0,0,0,1,2,1,3,1,0,0,4,0,2,3,0,5,2,0,3,0,0,2,9,6,5,9,2,2,13,2,3
GE914303_Past,3,0,0,7,1,0,1,1,8,0,0,2,1,2,0,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,7,1,2,1,0,3,1,0
GE914318_Past,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,1,1,0,0,0,0,0
GE914327_Past,1,4,3,5,1,0,0,0,4,0,0,0,2,0,0,2,0,0,3,5,0,0,0,0,2,3,0,1,0,0,0,1,2,6,4,2,3,5,1,6
GE914340_Past,2,5,3,6,5,3,5,2,5,0,0,2,3,1,0,4,1,0,5,4,0,3,3,0,4,2,0,7,0,0,6,1,4,11,4,9,5,3,1,12
GE914346_Past,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GE914348_Past,5,7,5,5,7,3,2,2,21,2,0,4,3,1,0,5,13,0,10,8,0,1,2,2,1,3,0,5,0,0,11,5,10,3,8,2,4,6,4,9
GE914365_Past,8,18,7,15,10,14,5,10,31,1,2,3,4,3,0,18,4,1,11,8,0,2,8,0,2,9,0,7,0,0,14,14,11,23,16,1,9,12,4,17
